model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_generation,memory_type,storage_capacity,hard_drive_type,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date,graphics_card,processor_type,series,wireless_network
  Lenovo IdeaPad 3 15IAU7 82RK00DAIV ,Lenovo,0,0,1.63,8.0,4.7,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2479.0,3290.0,2884.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171601,2022,,,,
  Lenovo IdeaPad Flex 5 14IRU8 82Y00045IV ,Lenovo,0,1,1.5,16.0,3.4,13.0,4,512 ,1,14 ,1920x1200,2,60 ,1,1,1,3897.0,4690.0,4293.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1191378,2023,,,,
  Lenovo ThinkPad T14 Gen 3 21AH00ERIV ,Lenovo,0,1,1.32,16.0,4.4,12.0,4,512 ,1,14 ,1920x1200,2,60 ,0,1,1,6338.0,6949.0,6643.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163695,2022,,,,
  Lenovo V15 ADA 82C7008TIV ,Lenovo,0,0,1.85,4.0,1.2,,4,256 ,1,15.6 ,1366x768,1,60 ,0,0,0,983.0,1388.0,1185.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1132725,2021,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00D8IV ,Lenovo,0,0,1.63,8.0,4.7,12.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2378.0,2845.0,2611.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171583,2022,,,,
  Lenovo ThinkBook 15 G4 IAP 21DJ0064IV ,Lenovo,0,0,1.7,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,2783.0,3397.0,3090.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1161883,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00DEIV ,Lenovo,0,0,1.63,16.0,4.7,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2799.0,3262.0,3030.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171606,2022,,,,
  Lenovo Yoga 9 14IRP8 83B10038IV ,Lenovo,0,1,1.4,16.0,3.7,13.0,5,1000 ,1,14 ,2880X1800,3,90 ,1,1,1,7649.0,8390.0,8019.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1181697,2023,,,,
  Lenovo IdeaPad Flex 5 16IAU7 82R8005UIV ,Lenovo,0,1,2.1,16.0,4.7,12.0,4,1000 ,1,16 ,1920x1200,2,60 ,1,1,1,4258.0,5138.0,4698.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164192,2022,,,,
  Lenovo IdeaPad Yoga 7 14IAL7 82QE008CIV ,Lenovo,0,1,1.45,8.0,3.3,12.0,5,512 ,1,14 ,2240x1400,2,60 ,1,1,1,4265.0,4967.0,4616.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1158339,2022,,,,
  Lenovo Yoga Slim 7 ProX 14IAH7 82TK008WIV ,Lenovo,0,1,1.45,32.0,3.5,12.0,5,1000 ,1,14.5 ,3072x1920,2,120 ,1,1,1,7389.0,8000.0,7694.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170159,2022,,,,
  Lenovo ThinkPad L13 Gen 3 21B30018IV ,Lenovo,0,1,1.26,8.0,3.3,12.0,4,512 ,1,13.3 ,1920x1200,2,60 ,0,1,1,3990.0,4390.0,4190.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167127,2022,,,,
  Lenovo IdeaPad 3 17IAU7 82RL004KIV ,Lenovo,0,0,2.04,8.0,3.3,12.0,4,256 ,1,17.3 ,1600x900,1,60 ,0,1,0,1801.0,2099.0,1950.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171579,2022,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R700A1IV ,Lenovo,0,1,1.5,16.0,4.7,12.0,4,1000 ,1,14 ,1920x1200,2,60 ,1,1,1,4138.0,5740.0,4939.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164200,2022,,,,
  Lenovo IdeaPad Yoga 9 14IAP7 82LU002NIV ,Lenovo,0,1,1.4,16.0,4.4,12.0,5,512 ,1,14 ,2880X1800,3,60 ,1,1,1,5783.0,7058.0,6420.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1147026,2022,,,,
  Lenovo ThinkBook 16p G2 ACH 20YM002VIV ,Lenovo,0,1,1.99,32.0,4.6,4.0,4,1000 ,1,16 ,2560x1600,2,60 ,0,1,1,6563.0,7444.0,7003.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1155119,2022,,,,
  Lenovo Yoga Slim 7 ProX 14IAH7 82TK008UIV ,Lenovo,0,1,1.45,32.0,3.5,12.0,5,1000 ,1,14.5 ,3072x1920,2,120 ,1,1,1,7202.0,9190.0,8196.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170158,2022,,,,
  Lenovo ThinkPad E15 Gen 4 21E6006TIV ,Lenovo,0,0,1.7,16.0,3.3,12.0,4,256 ,1,15.6 ,1920x1080,2,60 ,0,1,1,3073.0,3290.0,3181.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171942,2022,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R7009LIV ,Lenovo,0,1,1.5,8.0,3.3,12.0,4,512 ,1,14 ,1920x1200,2,60 ,1,1,1,3227.0,3604.0,3415.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1172322,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00CCIV ,Lenovo,0,0,1.63,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2103.0,2553.0,2328.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171905,2022,,,,
  Lenovo Legion 5 15IAH7 82RC0058IV ,Lenovo,1,1,2.35,16.0,3.3,12.0,5,1000 ,1,15.6 ,2560x1440,2,165 ,0,1,0,5416.0,7391.0,6403.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165579,2022,,,,
  Lenovo ThinkPad P14s Gen 3 21AK000KIV ,Lenovo,0,1,1.24,32.0,3.4,12.0,4,1000 ,1,14 ,1920x1200,2,60 ,0,1,1,7539.0,8519.0,8029.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167023,2022,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S900GQIV ,Lenovo,1,0,2.31,16.0,3.5,12.0,4,1000 ,1,15.6 ,2560x1440,2,165 ,0,1,0,5549.0,6201.0,5875.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1173874,2022,,,,
  Lenovo IdeaPad Yoga 9 14IAP7 82LU0022IV ,Lenovo,0,1,1.4,16.0,3.4,12.0,5,1000 ,1,14 ,2880X1800,3,60 ,1,1,1,6574.0,6740.0,6657.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146938,2022,,,,
  Lenovo ThinkPad X1 Titanium Yoga Gen 1 20QA001NIV ,Lenovo,0,1,1.18,16.0,4.0,11.0,4,512 ,1,13.5 ,2256x1504,2,60 ,1,1,1,6350.0,9750.0,8050.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1111688,2021,,,,
  Lenovo ThinkPad E14 Gen 4 21E300CDIV ,Lenovo,0,1,1.64,16.0,3.3,12.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,1,3999.0,4888.0,4443.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167314,2022,,,,
  Lenovo IdeaPad 3 15ITL6 82H800CSIV ,Lenovo,0,0,1.65,8.0,3.0,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1330.0,1699.0,1514.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1110514,2021,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00CSIV ,Lenovo,0,0,1.63,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,,60 ,0,1,1,1650.0,2026.0,1838.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1182955,2023,,,,
  Lenovo ThinkBook 14 G4 IAP 21DH006TIV ,Lenovo,0,1,1.4,8.0,3.3,12.0,4,256 ,1,14 ,1920x1080,2,60 ,0,1,1,3175.0,3609.0,3392.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164175,2022,,,,
  Lenovo ThinkPad P16s Gen 1 21BT000GIV ,Lenovo,0,1,1.67,16.0,3.4,12.0,4,1000 ,1,16 ,1920x1200,2,60 ,0,1,1,7089.0,8168.0,7628.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163913,2022,,,,
  Lenovo Yoga Slim 7 Pro14ACH5OD 82NK0031IV ,Lenovo,0,1,1.4,16.0,4.6,4.0,4,1000 ,1,14 ,2880X1800,3,90 ,0,1,1,4700.0,5999.0,5349.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146603,2022,,,,
  Lenovo ThinkPad L13 Gen 3 21B30011IV ,Lenovo,0,1,1.26,16.0,3.3,12.0,4,512 ,1,13.3 ,1920x1200,2,60 ,0,1,1,4648.0,5120.0,4884.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163693,2022,,,,
  Lenovo Legion 5 Pro 16IAH7H 82RF007CIV ,Lenovo,1,1,2.49,16.0,3.5,12.0,5,1000 ,1,16 ,2560x1600,2,165 ,0,1,0,6939.0,9255.0,8097.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170570,2022,,,,
  Lenovo IdeaPad Flex 5 16IAU7 82R8005KIV ,Lenovo,0,1,2.1,8.0,3.3,12.0,4,512 ,1,16 ,1920x1200,2,60 ,1,1,1,3319.0,4140.0,3729.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167679,2022,,,,
  Lenovo IdeaPad 1 15IGL7 82V7007JIV ,Lenovo,0,1,1.54,4.0,1.1,4.0,4,128 ,2,15.6 ,1920x1080,1,60 ,0,1,0,1106.0,1383.0,1244.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1184619,2023,,,,
  Lenovo ThinkPad P16s Gen 1 21BT000VIV ,Lenovo,0,1,1.67,32.0,3.4,12.0,4,1000 ,1,16 ,2560x1600,2,60 ,0,1,1,7714.0,8929.0,8321.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163697,2022,,,,
  Lenovo ThinkPad E15 Gen 4 21E60097IV ,Lenovo,0,0,1.7,16.0,3.3,12.0,4,1000 ,1,15.6 ,1920x1080,2,60 ,0,1,1,4431.0,4890.0,4660.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165460,2022,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R7009GIV ,Lenovo,0,1,1.5,8.0,3.3,12.0,4,256 ,1,14 ,1920x1200,2,60 ,1,1,1,3068.0,3940.0,3504.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167373,2022,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S900GLIV ,Lenovo,1,0,2.31,16.0,3.5,12.0,4,512 ,1,15.6 ,2560x1440,2,165 ,0,1,0,5248.0,5610.0,5429.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1184624,2023,,,,
  Lenovo ThinkBook 13s G4 IAP 21AR004GIV ,Lenovo,0,1,1.23,16.0,3.4,12.0,5,512 ,1,13.3 ,2560x1600,2,60 ,0,1,1,4357.0,4534.0,4445.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1175982,2022,,,,
  Lenovo ThinkBook 14 G4 IAP 21DH006XIV ,Lenovo,0,1,1.4,16.0,3.3,12.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,1,3580.0,3902.0,3741.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164197,2022,,,,
  Lenovo Yoga Slim 7 Carbon 13IAP7 82U9006WIV ,Lenovo,0,1,0.98,16.0,3.4,12.0,5,1000 ,1,13.3 ,2560x1600,2,90 ,1,1,1,5694.0,6595.0,6144.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170155,2022,,,,
  Lenovo ThinkPad L15 Gen 3 21C3000MIV ,Lenovo,0,1,1.76,16.0,4.7,12.0,4,512 ,1,15.6 ,1920x1080,2,60 ,0,1,1,5229.0,5448.0,5338.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1161896,2022,,,,
  Lenovo V14 IIL 82C400UPIV ,Lenovo,0,0,1.6,4.0,1.2,10.0,,256 ,1,14 ,1920x1080,1,60 ,0,1,0,1044.0,1899.0,1471.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1181453,2023,,,,
  Lenovo ThinkPad P1 Gen 5 21DC000DIV ,Lenovo,0,1,1.81,16.0,3.5,12.0,5,512 ,1,16 ,1920x1200,2,60 ,0,1,1,9349.0,10549.0,9949.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166380,2022,,,,
  Lenovo ThinkPad L14 Gen 3 21C1002LIV ,Lenovo,0,1,1.39,16.0,4.7,12.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,1,5275.0,5830.0,5552.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1161897,2022,,,,
  Lenovo ThinkPad T14 Gen 3 21AH00EGIV ,Lenovo,0,1,1.32,16.0,3.4,12.0,4,512 ,1,14 ,1920x1200,2,60 ,0,1,1,6480.0,7349.0,6914.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163177,2022,,,,
  Lenovo Yoga Slim 9 14IAP7 82T0004DIV ,Lenovo,0,1,1.37,32.0,3.6,12.0,5,1000 ,1,14 ,2880X1800,3,90 ,1,1,1,7492.0,8081.0,7786.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171732,2022,,,,
  Lenovo ThinkPad T14 Gen 3 21AH00E1IV ,Lenovo,0,1,1.32,16.0,3.4,12.0,4,512 ,1,14 ,1920x1200,2,60 ,1,1,1,6861.0,7290.0,7075.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163910,2022,,,,
  Lenovo Yoga 9 14IRP8 83B1003GIV ,Lenovo,0,1,1.4,16.0,3.7,13.0,5,1000 ,1,14 ,2880X1800,3,90 ,1,1,1,7939.0,8590.0,8264.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1183095,2023,,,,
  Lenovo IdeaPad Yoga 7 14IAL7 82QE008NIV ,Lenovo,0,1,1.45,16.0,4.4,12.0,5,512 ,1,14 ,2880X1800,3,90 ,1,1,1,4682.0,6433.0,5557.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1162861,2022,,,,
  Lenovo Legion 5 Pro 16IAH7H 82RF007GIV ,Lenovo,1,0,2.49,16.0,3.3,12.0,5,512 ,1,16 ,2560x1600,2,165 ,0,1,0,5886.0,6212.0,6049.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1184625,2023,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S900FKIV ,Lenovo,1,0,2.31,16.0,3.3,12.0,4,1000 ,1,15.6 ,1920x1080,2,120 ,0,1,0,4147.0,4399.0,4273.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1184622,2023,,,,
  Lenovo ThinkPad P14s Gen 3 21AK000HIV ,Lenovo,0,1,1.24,16.0,3.4,12.0,4,1000 ,1,14 ,1920x1200,2,60 ,0,1,1,6989.0,7500.0,7244.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167131,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00DKIV ,Lenovo,0,0,1.63,16.0,4.7,12.0,4,1000 ,1,15.6 ,1920x1080,1,60 ,0,1,0,3198.0,3499.0,3348.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171604,2022,,,,
  Lenovo Yoga 9 14IAP7 82LU002AIV ,Lenovo,0,1,1.4,16.0,4.4,12.0,5,1000 ,1,14 ,2880X1800,3,60 ,1,1,1,5931.0,7288.0,6609.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1147266,2022,,,,
  Lenovo Legion 5 15IAH7 82RC005PIV ,Lenovo,1,0,2.35,16.0,3.5,12.0,5,1000 ,1,15.6 ,2560x1440,2,165 ,0,1,0,5762.0,7240.0,6501.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165580,2022,,,,
  Lenovo Yoga Slim 7 Pro14ACH5OD 82NK0032IV ,Lenovo,0,1,1.4,16.0,4.6,4.0,4,512 ,1,14 ,2880X1800,3,90 ,0,1,1,4490.0,5998.0,5244.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146601,2022,,,,
  Lenovo ThinkBook 14 G4 IAP 21DH006WIV ,Lenovo,0,1,1.4,16.0,4.7,12.0,4,512 ,1,14 ,1920x1080,2,60 ,0,1,1,4279.0,4727.0,4503.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164179,2022,,,,
  Lenovo Legion 5 Pro 16IAH7H 82RF007JIV ,Lenovo,1,0,2.49,32.0,3.8,12.0,5,1000 ,1,16 ,2560x1600,2,165 ,0,1,0,8999.0,11498.0,10248.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1159267,2022,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S900GNIV ,Lenovo,1,0,2.31,16.0,3.5,12.0,4,1000 ,1,15.6 ,2560x1440,2,165 ,0,1,0,5549.0,5905.0,5727.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169788,2022,,,,
  Lenovo ThinkPad X1 Nano Gen 2 21E80020IV ,Lenovo,0,1,0.96,16.0,3.4,12.0,5,512 ,1,13 ,2160x1350,2,60 ,0,1,1,8753.0,9979.0,9366.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163703,2022,,,,
  Lenovo Legion 5 15IAH7 82RC0055IV ,Lenovo,1,0,2.35,16.0,3.3,12.0,5,512 ,1,15.6 ,2560x1440,2,165 ,0,1,0,4800.0,6592.0,5696.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165577,2022,,,,
  Lenovo Legion 5 15IAH7 82RC0053IV ,Lenovo,1,1,2.35,16.0,3.3,12.0,5,512 ,1,15.6 ,2560x1440,2,165 ,0,1,0,5204.0,7072.0,6138.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1165578,2022,,,,
  Lenovo ThinkPad X1 Carbon Gen 10 21CB006WIV ,Lenovo,0,1,1.12,16.0,4.4,12.0,5,512 ,1,14 ,1920x1200,2,60 ,1,1,1,7457.0,7990.0,7723.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167803,2022,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R7009EIV ,Lenovo,0,1,1.5,8.0,3.3,12.0,4,512 ,1,14 ,1920x1200,2,60 ,1,1,1,2870.0,3665.0,3267.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164215,2022,,,,
  Lenovo Yoga 7 16IAH7 82UF004HIV ,Lenovo,0,1,2.16,16.0,3.5,12.0,5,1000 ,1,16 ,2560x1600,2,60 ,1,1,1,6313.0,7890.0,7101.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167500,2022,,,,
  Lenovo ThinkPad X13 Gen 3 21BN003LIV ,Lenovo,0,1,1.29,16.0,3.3,12.0,5,256 ,1,13.3 ,1920x1200,2,60 ,0,1,1,5620.0,6189.0,5904.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1166987,2022,,,,
  Lenovo IdeaPad 1 15IJL7 82LX0021IV ,Lenovo,0,0,1.45,8.0,1.1,6.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1327.0,1599.0,1463.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1153367,2022,,,,
  Lenovo ThinkPad T14 Gen 3 21AH00EYIV ,Lenovo,0,1,1.32,16.0,3.4,12.0,4,512 ,1,14 ,לא זמין,1,60 ,0,1,1,7052.0,7709.0,7380.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1162867,2022,,,,
  Lenovo IdeaPad 3 17IAU7 82RL004HIV ,Lenovo,0,0,2.04,8.0,4.4,8.0,4,256 ,1,17.3 ,1600x900,1,60 ,0,1,1,1569.0,1833.0,1701.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1177632,2022,,,,
  Lenovo IdeaPad Yoga 9 14IAP7 82LU0023IV ,Lenovo,0,1,1.4,16.0,3.4,12.0,5,512 ,1,14 ,3840x2400,3,60 ,1,1,1,6474.0,7000.0,6737.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146707,2022,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00D3IV ,Lenovo,0,1,1.63,8.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2527.0,3240.0,2883.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1171598,2022,,,,
  Lenovo ThinkPad P14s Gen 3 21AK0009IV ,Lenovo,0,1,1.24,16.0,3.4,12.0,4,512 ,1,14 ,1920x1200,2,60 ,0,1,1,6818.0,7190.0,7004.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1167128,2022,,,,
  Lenovo IdeaPad 3 15ITL6 82H800CTIV ,Lenovo,0,0,1.65,8.0,3.0,11.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1370.0,1760.0,1565.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1110147,2021,,,,
  Lenovo Yoga 6 13ABR8 83B2003YIV ,Lenovo,0,1,1.39,16.0,2.0,4.0,4,512 ,1,13.3 ,1920x1200,2,60 ,1,1,1,4219.0,4620.0,4419.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1189537,2023,,,,
  Lenovo ThinkBook 14s Yoga G2 IAP 21DM001GIV ,Lenovo,0,1,1.5,16.0,3.3,12.0,4,256 ,1,14 ,1920x1080,2,60 ,1,1,1,4348.0,5020.0,4684.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1170953,2022,,,,
  Lenovo Yoga Slim 6 14IRP8 82WV0040IV ,Lenovo,0,1,1.32,16.0,3.4,13.0,5,512 ,1,14 ,2240x1400,2,60 ,0,1,1,4689.0,5199.0,4944.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1189249,2023,,,,
  Lenovo IdeaPad 1 15IGL7 82V7007PIV ,Lenovo,0,0,1.54,8.0,1.1,5.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1289.0,1437.0,1363.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1184620,2023,,,,
  Lenovo IdeaPad Gaming 3 15IAH7 82S900GKIV ,Lenovo,1,0,2.31,16.0,4.7,12.0,4,512 ,1,15.6 ,1920x1080,2,,0,1,1,5299.0,5940.0,5619.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1183093,2023,,,,
  Lenovo Yoga 9 14IRP8 83B1003FIV ,Lenovo,0,1,1.4,16.0,5.0,13.0,5,1000 ,1,14 ,3840x2400,3,60 ,1,1,1,8457.0,8999.0,8728.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1182810,2023,,,,
  Lenovo IdeaPad 1 15IGL7 82V7007KIV ,Lenovo,0,0,1.54,8.0,1.1,4.0,4,256 ,1,15.6 ,1920x1080,1,60 ,0,1,0,1087.0,1280.0,1183.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1185899,2023,,,,
  Lenovo Yoga 7 16IAH7 82UF004JIV ,Lenovo,0,1,2.16,16.0,3.5,12.0,5,1000 ,1,16 ,2560x1600,2,60 ,1,1,1,6313.0,6839.0,6576.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1168732,2022,,,,
  Lenovo Yoga 9 14IRP8 83B10035IV ,Lenovo,0,1,1.4,16.0,3.7,13.0,5,512 ,1,14 ,2880X1800,3,90 ,1,1,1,7314.0,8509.0,7911.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1185832,2023,,,,
  Lenovo IdeaPad Flex 5 14IAU7 82R7009NIV ,Lenovo,0,1,1.5,8.0,3.3,12.0,4,512 ,1,14 ,1920x1200,2,60 ,1,1,1,3327.0,4140.0,3733.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1164216,2022,,,,
  Lenovo IdeaPad 3 15ITL6 82H8039AIV ,Lenovo,0,1,1.65,16.0,2.8,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2975.0,3129.0,3052.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1185688,2023,,,,
  Lenovo IdeaPad 3 15IAU7 82RK00D7IV ,Lenovo,0,1,1.63,16.0,3.3,12.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2877.0,3425.0,3151.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1174233,2022,,,,
  Lenovo IdeaPad Gaming 3 16IAH7 82SA006UIV ,Lenovo,1,1,2.6,16.0,3.5,12.0,4,1000 ,1,16 ,1920x1200,2,165 ,0,1,0,5714.0,7490.0,6602.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1168677,2022,,,,
  Lenovo IdeaPad Flex 5 14IRU8 82Y0003XIV ,Lenovo,0,1,1.5,8.0,3.4,13.0,4,256 ,1,14 ,1920x1200,2,60 ,1,1,1,3529.0,3834.0,3681.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194048,2023,,,,
  Lenovo IdeaPad 3 15ITL6 82H802EVIV ,Lenovo,0,0,1.65,16.0,2.0,11.0,4,512 ,1,15.6 ,1920x1080,1,60 ,0,1,0,2432.0,2807.0,2619.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1146705,2022,,,,
  Lenovo ThinkPad X13 Yoga Gen 3 21AW0043IV ,Lenovo,0,1,1.19,16.0,4.4,12.0,4,512 ,1,13.3 ,1920x1200,2,60 ,1,1,1,6660.0,7474.0,7067.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1169779,2022,,,,
  Lenovo IdeaPad Flex 5 14IRU8 82Y0004FIV ,Lenovo,0,1,1.5,16.0,3.7,13.0,4,512 ,1,14 ,1920x1200,3,60 ,1,1,1,4847.0,5265.0,5056.0,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1194054,2023,,,,
  Lenovo IdeaPad Flex 5 16IAU7 82R8005WIV ,Lenovo,0,1,2.1,16.0,3.5,12.0,4,1000 ,1,16 ,1920x1200,2,60 ,1,1,1,4439.0,5190.0,4814.5,"(2023, 6, 8)",https://www.zap.co.il/model.aspx?modelid=1163482,2022,,,,
