model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date,graphics_card,processor_type,series,wireless_network
  HP 250 G8 5N453EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,לא זמין,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2628,2739,2683.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1142439,2/2022,,,,
  HP EliteBook 630 G9 6A2G5EA,HP,לא רלוונטי,Windows 11 Pro,"1.28 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,3530,3965,3747.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1190976,4/2023,,,,
  HP ProBook 450 G8 59S02EA,HP,לא רלוונטי,Windows 11 Pro,"1.74 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,לא זמין,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,3136,3464,3300.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1146634,3/2022,,,,
  EliteBook 830 G9‎ 6F609EA HP,HP,לא רלוונטי,Windows 10 PRO,"1.27 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR5,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4280,5499,4889.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1179086,12/2022,,,,
  HP EliteBook 840 G10 6T286EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,כולל,מצלמת IR,כולל,7207,7718,7462.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1191616,4/2023,,,,
  HP ProBook 445 G8 59W14EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",16 GB,2.3Ghz,5600U,דור 4,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2588,3299,2943.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1169189,9/2022,,,,
  HP ZBook Firefly G9 525B8EA,HP,לא רלוונטי,Windows 10 PRO,"1.8 ק""ג",16 GB,3.4Ghz,1255U,דור 12,DDR5,512 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,5890,7989,6939.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1178092,12/2022,,,,
  HP Pavilion 14-dv0000nj 308F2EA,HP,לא רלוונטי,Windows 10,"1.41 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1995,1999,1997.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1114346,5/2021,,,,
  HP ENVY x360 Convert 15-es0002nj 4L8V0EA,HP,לא רלוונטי,Windows 10,"1.77 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,,,,,,,,,,,לא כולל,4779,6890,5834.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1125410,9/2021,,,,
  HP EliteBook 840 G9 6T0Y2EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,,,,,,,,,,,לא כולל,5889,6090,5989.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1181360,1/2023,,,,
  HP Victus Gaming 15-fa1024nj 800J9EA,HP,גיימינג,Windows 11 Home,"2.46 ק""ג",16 GB,3.7Ghz,13700H,דור 13,DDR4,,,,,,,,,,,לא כולל,6295,6650,6472.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1188446,3/2023,,,,
  HP 240 G8 43W72EA,HP,לא רלוונטי,ללא,"1.47 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,,,,,,,,,,,לא כולל,1995,2389,2192.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1157322,6/2022,,,,
  HP Pavilion x360 15-er1004nj 7C428EA,HP,לא רלוונטי,Windows 11 Home,"1.79 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,,,,,,,,,,,לא כולל,4175,4199,4187.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1178812,12/2022,,,,
  HP ProBook 440 G9 6A2H6EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,,,,,,,,,,,לא כולל,3482,3946,3714.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1168478,9/2022,,,,
  HP ProBook 470 G8 5N3U9EA,HP,לא רלוונטי,Windows 11 Pro,"2.08 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,,,,,,,,,,,לא כולל,3388,4080,3734.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1163672,7/2022,,,,
  HP 15s-fq5037nj 7C476EA,HP,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3.5Ghz,1255U,דור 12,DDR4,,,,,,,,,,,לא כולל,3499,3791,3645.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1179083,12/2022,,,,
  HP OMEN 16-b0001nj 4T9K7EA,HP,גיימינג,ללא,"2.3 ק""ג",16 GB,4.6Ghz,11800H,דור 11,DDR4,,,,,,,,,,,לא כולל,5040,6450,5745.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1122203,8/2021,,,,
  HP EliteBook 840 G9 6T1D1EA,HP,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,,,,,,,,,,,לא כולל,4889,5599,5244.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1183906,2/2023,,,,
  HP EliteBook 850 G8 2Y2Q5EA,HP,לא רלוונטי,Windows 10 PRO,"1.68 ק""ג",16 GB,4.2Ghz,1135G7,דור 11,DDR4,,,,,,,,,,,לא כולל,3732,5789,4760.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1113382,5/2021,,,,
  HP Pavilion 15-eh1002nj 4L8Z6EA,HP,לא רלוונטי,Windows 10,"1.75 ק""ג",8 GB,2.1Ghz,5500U,דור 4,DDR4,,,,,,,,,,,לא כולל,2242,2399,2320.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1137762,1/2022,,,,
  HP 14-ep0004nj 847D4EA,HP,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,,,,,,,,,,,לא כולל,2947,2949,2948.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192625,5/2023,,,,
  HP ProBook 450 G8 59S03EA,HP,לא רלוונטי,Windows 11 Pro,"1.74 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,,,,,,,,,,,לא כולל,2890,3780,3335.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1151301,4/2022,,,,
  HP 15s-eq0008nj 2N1L9EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,2.1Ghz,3450U,דור 2,DDR4,,,,,,,,,,,לא כולל,1790,2440,2115.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1130764,11/2021,,,,
  HP 15s-fq5026nj 7C468EA,HP,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,,,,,,,,,,,לא כולל,2699,3069,2884.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1185341,2/2023,,,,
  HP OMEN 16-b0005nj 4T9L2EA,HP,גיימינג,ללא,"2.31 ק""ג",32 GB,4.6Ghz,11800H,דור 11,DDR4,1000 GB,SSD,לא כולל,16.1 אינטש,1920x1080,IPS,144 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,6089,6770,6429.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1122205,8/2021,,,,
  HP ProBook 440 G8 59S00EA,HP,לא רלוונטי,Windows 11 Pro,"1.38 ק""ג",16 GB,4.7Ghz,1065G7,דור 10,לא זמין,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3853,4590,4221.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1146708,3/2022,,,,
  250 G8‎ 59V30EA HP,HP,לא רלוונטי,Windows 11 Home,"1.74 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2199,2550,2374.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1145365,3/2022,,,,
  HP Pavilion x360 15-er1000nj 7C459EA,HP,לא רלוונטי,Windows 11 Home,"1.79 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3525,3869,3697.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1181708,1/2023,,,,
  HP 15s-eq2102nj 420D4EA,HP,לא רלוונטי,Windows 10,"1.69 ק""ג",8 GB,2.6Ghz,5300U,דור 4,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1629,1999,1814.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1162266,7/2022,,,,
  HP 250 G8 4K801EA,HP,לא רלוונטי,Windows 11 Home,"1.74 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1990,2365,2177.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1141077,1/2022,,,,
  HP 250 G10 725H0EA,HP,לא רלוונטי,ללא,"1.52 ק""ג",8 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3029,3316,3172.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1193770,5/2023,,,,
  HP 250 G10 725G9EA,HP,לא רלוונטי,ללא,"1.52 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3239,3540,3389.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1193772,5/2023,,,,
  HP 15-fd0005nj 849R7EA,HP,לא רלוונטי,Windows 11 Home,"1.59 ק""ג",8 GB,3.4Ghz,1335U,דור 13,לא זמין,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל, , ,2779.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1193202,5/2023,,,,
  HP 15-dw1017nj 2B4Y6EA,HP,לא רלוונטי,ללא,"2.14 ק""ג",8 GB,1.6Ghz,10210U,דור 10,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2180,2398,2289.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1134282,12/2021,,,,
  HP 15-dw3017n 308A0EA,HP,לא רלוונטי,ללא,"1.75 ק""ג",16 GB,1.2Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2590,3299,2944.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1102345,1/2021,,,,
  HP EliteBook 840 G10 6T290EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,6230,6735,6482.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1191610,4/2023,,,,
  HP ProBook 450 G9 6A2B1EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,לא זמין,לא זמין,לא כולל,3249,3478,3363.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1168473,9/2022,,,,
  EliteBook 840 G9‎ 6F606EA HP,HP,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,5290,5849,5569.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1173519,11/2022,,,,
  HP 15-dw3209nj 4Z1Y7EA,HP,לא רלוונטי,ללא,"1.75 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2190,2998,2594.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1128113,10/2021,,,,
  HP 15s-eq1003nj 29A01EA,HP,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,2.6Ghz,3250U,דור 2,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1395,1397,1396.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1155597,5/2022,,,,
  HP 250 G8 4K805EA,HP,לא רלוונטי,Windows 11 Pro,"1.74 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2400,2680,2540.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1149634,4/2022,,,,
  HP 15s-fq2013nj 308A8EA,HP,לא רלוונטי,Windows 10,"1.69 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2425,3289,2857.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1107065,3/2021,,,,
  HP ZBOOK Firefly 14 G8 2C9Q9EA,HP,לא רלוונטי,Windows 10 PRO,"1.41 ק""ג",16 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,4589,6134,5361.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1109403,3/2021,,,,
  HP ProBook 440 G8 59W19EA,HP,לא רלוונטי,Windows 11 Pro,"1.28 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,לא זמין,1000 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3724,4700,4212.0,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1155602,5/2022,,,,
  HP 14-ep0010nj 847D9EA,HP,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,לא זמין,1 מגה פיקסל,לא כולל,לא כולל,3746,3749,3747.5,"(2023, 6, 12)",https://www.zap.co.il/model.aspx?modelid=1192654,5/2023,,,,
  Asus Vivobook 15 X1504ZA-NJ203 ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1985,2599,2292.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192671,2023,,,,
  Asus Vivobook 15 X1504ZA-NJ204 ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2330,2926,2628.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192672,2022,,,,
  Asus TUF Gaming F15 FX507ZC4-HN105 ,Asus,גיימינג,ללא,"2.2 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,3671,4490,4080.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188735,2022,,,,
  Asus TUF Gaming F15 FX507ZV4-HQ043 ,Asus,גיימינג,ללא,"2.2 ק""ג",32 GB,3.5Ghz,12700H,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,5495,6490,5992.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188739,2022,,,,
  Asus TUF Dash F15 FX517ZC-HN111 ,Asus,גיימינג,Windows 11 Home,"2.0 ק""ג",16 GB,3.5Ghz,12650H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,3720,5190,4455.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1176395,2022,,,,
  Asus TUF Gaming F15 FX507ZC4-HN073W ,Asus,גיימינג,Windows 11 Home,"2.2 ק""ג",16 GB,3.3Ghz,12500H,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,לא זמין,ללא,כולל,לא כולל,לא כולל,3832,4699,4265.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188762,2022,,,,
  Asus W202NA-GJ0062R ,Asus,לא רלוונטי,ללא,"1.2 ק""ג",4 GB,1.1Ghz,N3350,דור 3,DDR3,64 GB,eMMC,לא כולל,11.6 אינטש,1366x768,LCD,60 Hz,ללא,כולל,לא זמין,לא כולל,809,1250,1029.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1110088,2023,,,,
  Asus Vivobook 15 X1504ZA-NJ205 ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2480,2849,2664.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192673,2022,,,,
  Asus Zenbook 14 OLED UX3402VA-KM063W ,Asus,לא רלוונטי,Windows 11 Home,"1.39 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,LCD,90 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,5727,6634,6180.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1184775,2022,,,,
  Asus Vivobook 15 X1504ZA-NJ027 ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,1756,2590,2173.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192666,2022,,,,
  Asus VivoBook 14 X1404ZA-NK114 ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1699,2009,1854.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186818,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ031 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,1861,2189,2025.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192665,2022,,,,
  Asus VivoBook 15 X1504VA-BQ149 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא רלוונטי,לא כולל,3011,3521,3266.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1191538,2023,,,,
  Asus Zenbook 14 OLED UX3402VA-KP147W ,Asus,לא רלוונטי,Windows 11 Home,"1.35 ק""ג",16 GB,3.4Ghz,1340P,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,2560x1600,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4418,5186,4802.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1188142,2022,,,,
  Asus TUF Gaming F15 FX507ZC4-HN073 ,Asus,גיימינג,ללא,"2.6 ק""ג",16 GB,3.3Ghz,12500H,דור 12,DDR5,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,כולל,לא כולל,לא כולל,3503,4249,3876.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1187677,2022,,,,
  Asus Zenbook S13 OLED UX5304VA-NQ003 ,Asus,לא רלוונטי,ללא,"1 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR5,1000 GB,SSD,לא כולל,13.3 אינטש,2880X1800,LED,60 Hz,ללא,כולל,מצלמת IR,לא כולל,5414,6388,5901.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192565,2022,,,,
  Asus Zenbook 14X OLED UM5401QA-L7192W ,Asus,לא רלוונטי,Windows 11 Home,"1.4 ק""ג",16 GB,4.2Ghz,5600H,דור 4,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4177,5349,4763.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1162877,2022,,,,
  Asus Vivobook 15 X1504ZA-NJ197W ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,2617,2979,2798.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192675,2022,,,,
  Asus VivoBook 14 X1404ZA-NK111 ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2498,2900,2699.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1186335,2023,,,,
  Asus Zenbook S13 OLED UX5304VA-NQ072 ,Asus,לא רלוונטי,Windows 11 Home,"1 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR5,512 GB,SSD,לא כולל,13.3 אינטש,2880X1800,IPS,60 Hz,ללא,כולל,מצלמת IR,לא כולל,4889,5790,5339.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192563,2022,,,,
  Asus ZenBook 14 UP5401ZA-KN071W ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",8 GB,3.3Ghz,12500H,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,2880X1800,LCD,60 Hz,כולל,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4599,5606,5102.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1157118,2022,,,,
  Asus VivoBook 15 X1504ZA-NJ206 ,Asus,לא רלוונטי,Windows 11 Home,"1.7 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,2599,3149,2874.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1192837,2022,,,,
  Asus Vivobook Pro 14 OLED M3401QC-KM022W ,Asus,לא רלוונטי,ללא,"1.4 ק""ג",16 GB,3.2Ghz,5800H,דור 4,DDR4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,90 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3789,5513,4651.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1146953,2022,,,,
  Asus VivoBook 16X X1603ZA-L2068W ,Asus,לא רלוונטי,Windows 11 Home,"1.8 ק""ג",8 GB,3.3Ghz,12500H,דור 12,DDR4,256 GB,SSD,לא כולל,16 אינטש,3840x2400,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,3557,4672,4114.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1153019,2022,,,,
  Asus ZenBook 14 UX3402ZA-KM164W ,Asus,לא רלוונטי,Windows 11 Home,"1.39 ק""ג",8 GB,3.3Ghz,1240P,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3890,4620,4255.0,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1155948,2023,,,,
  Asus VivoBook 15 X1504ZA-NJ210 ,Asus,לא רלוונטי,ללא,"1.7 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,כולל,לא כולל,לא כולל,1505,1990,1747.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1193037,2022,,,,
  Asus X1500EA-EJ2658 ,Asus,לא רלוונטי,Windows 11 Home,"1.8 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,1980,2679,2329.5,"(2023, 6, 10)",https://www.zap.co.il/model.aspx?modelid=1179969,2022,,,,
